Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
07/28/2025,AQS,60870007,3,4.9,ug/m3 LC,27,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/29/2025,AQS,60870007,3,3.4,ug/m3 LC,19,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/30/2025,AQS,60870007,3,2.5,ug/m3 LC,14,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
07/31/2025,AQS,60870007,3,1.5,ug/m3 LC,8,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/01/2025,AQS,60870007,3,0.6,ug/m3 LC,3,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/02/2025,AQS,60870007,3,0.7,ug/m3 LC,4,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/03/2025,AQS,60870007,3,4.2,ug/m3 LC,23,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/04/2025,AQS,60870007,3,5.7,ug/m3 LC,32,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/05/2025,AQS,60870007,3,4.9,ug/m3 LC,27,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/06/2025,AQS,60870007,3,3.1,ug/m3 LC,17,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/07/2025,AQS,60870007,3,0.5,ug/m3 LC,3,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/08/2025,AQS,60870007,3,5.3,ug/m3 LC,29,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/09/2025,AQS,60870007,3,3,ug/m3 LC,17,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/10/2025,AQS,60870007,3,2.2,ug/m3 LC,12,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/11/2025,AQS,60870007,3,3.4,ug/m3 LC,19,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/12/2025,AQS,60870007,3,2.8,ug/m3 LC,16,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/13/2025,AQS,60870007,3,1.2,ug/m3 LC,7,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/14/2025,AQS,60870007,3,0.2,ug/m3 LC,1,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/15/2025,AQS,60870007,3,1.8,ug/m3 LC,10,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/16/2025,AQS,60870007,3,-1.1,ug/m3 LC,0,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/17/2025,AQS,60870007,3,-0.7,ug/m3 LC,0,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/18/2025,AQS,60870007,3,1.9,ug/m3 LC,11,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/22/2025,AQS,60870007,3,7.7,ug/m3 LC,43,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/23/2025,AQS,60870007,3,6.7,ug/m3 LC,37,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/24/2025,AQS,60870007,3,5.7,ug/m3 LC,32,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/25/2025,AQS,60870007,3,5.7,ug/m3 LC,32,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/26/2025,AQS,60870007,3,6.7,ug/m3 LC,37,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/27/2025,AQS,60870007,3,6.8,ug/m3 LC,38,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/28/2025,AQS,60870007,3,3.8,ug/m3 LC,21,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/29/2025,AQS,60870007,3,4.5,ug/m3 LC,25,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/30/2025,AQS,60870007,3,7.1,ug/m3 LC,39,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
08/31/2025,AQS,60870007,3,8.5,ug/m3 LC,47,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/01/2025,AQS,60870007,3,7.2,ug/m3 LC,40,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/02/2025,AQS,60870007,3,3.8,ug/m3 LC,21,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/03/2025,AQS,60870007,3,3.2,ug/m3 LC,18,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/04/2025,AQS,60870007,3,1.7,ug/m3 LC,9,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/05/2025,AQS,60870007,3,3.2,ug/m3 LC,18,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/06/2025,AQS,60870007,3,3.6,ug/m3 LC,20,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/07/2025,AQS,60870007,3,1.9,ug/m3 LC,11,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/08/2025,AQS,60870007,3,0.7,ug/m3 LC,4,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/09/2025,AQS,60870007,3,1.2,ug/m3 LC,7,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/10/2025,AQS,60870007,3,2.3,ug/m3 LC,13,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/11/2025,AQS,60870007,3,4.3,ug/m3 LC,24,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/12/2025,AQS,60870007,3,5.7,ug/m3 LC,32,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/13/2025,AQS,60870007,3,4.5,ug/m3 LC,25,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/14/2025,AQS,60870007,3,1.2,ug/m3 LC,7,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/15/2025,AQS,60870007,3,1.8,ug/m3 LC,10,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/16/2025,AQS,60870007,3,2.7,ug/m3 LC,15,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/17/2025,AQS,60870007,3,4.5,ug/m3 LC,25,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/18/2025,AQS,60870007,3,7,ug/m3 LC,39,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/19/2025,AQS,60870007,3,6.4,ug/m3 LC,36,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/20/2025,AQS,60870007,3,5.8,ug/m3 LC,32,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/21/2025,AQS,60870007,3,5.5,ug/m3 LC,31,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/22/2025,AQS,60870007,3,6.9,ug/m3 LC,38,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/23/2025,AQS,60870007,3,7.7,ug/m3 LC,43,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/24/2025,AQS,60870007,3,7.7,ug/m3 LC,43,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/25/2025,AQS,60870007,3,8.3,ug/m3 LC,46,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/26/2025,AQS,60870007,3,11.3,ug/m3 LC,55,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/27/2025,AQS,60870007,3,7.6,ug/m3 LC,42,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/28/2025,AQS,60870007,3,4.7,ug/m3 LC,26,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/29/2025,AQS,60870007,3,7.6,ug/m3 LC,42,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
09/30/2025,AQS,60870007,3,6.1,ug/m3 LC,34,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/01/2025,AQS,60870007,3,3.2,ug/m3 LC,18,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/02/2025,AQS,60870007,3,4.8,ug/m3 LC,27,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/03/2025,AQS,60870007,3,5.2,ug/m3 LC,29,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/04/2025,AQS,60870007,3,5.7,ug/m3 LC,32,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/05/2025,AQS,60870007,3,4.8,ug/m3 LC,27,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/06/2025,AQS,60870007,3,6,ug/m3 LC,33,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/07/2025,AQS,60870007,3,7.3,ug/m3 LC,41,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/08/2025,AQS,60870007,3,6.6,ug/m3 LC,37,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/09/2025,AQS,60870007,3,5.2,ug/m3 LC,29,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/10/2025,AQS,60870007,3,3.2,ug/m3 LC,18,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/11/2025,AQS,60870007,3,3,ug/m3 LC,17,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/12/2025,AQS,60870007,3,3.8,ug/m3 LC,21,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/13/2025,AQS,60870007,3,5.1,ug/m3 LC,28,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/14/2025,AQS,60870007,3,4.5,ug/m3 LC,25,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/15/2025,AQS,60870007,3,4.7,ug/m3 LC,26,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/16/2025,AQS,60870007,3,5,ug/m3 LC,28,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/17/2025,AQS,60870007,3,6.1,ug/m3 LC,34,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/18/2025,AQS,60870007,3,6.3,ug/m3 LC,35,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/19/2025,AQS,60870007,3,7.5,ug/m3 LC,42,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/20/2025,AQS,60870007,3,8.5,ug/m3 LC,47,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/21/2025,AQS,60870007,3,7.1,ug/m3 LC,39,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/22/2025,AQS,60870007,3,7,ug/m3 LC,39,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/24/2025,AQS,60870007,3,6.1,ug/m3 LC,34,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/25/2025,AQS,60870007,3,4.2,ug/m3 LC,23,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/26/2025,AQS,60870007,3,4,ug/m3 LC,22,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/27/2025,AQS,60870007,3,3.8,ug/m3 LC,21,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/28/2025,AQS,60870007,3,4.5,ug/m3 LC,25,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/29/2025,AQS,60870007,3,5.5,ug/m3 LC,31,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/30/2025,AQS,60870007,3,8.4,ug/m3 LC,47,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
10/31/2025,AQS,60870007,3,7.2,ug/m3 LC,40,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
11/01/2025,AQS,60870007,3,6.2,ug/m3 LC,34,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
11/02/2025,AQS,60870007,3,6.5,ug/m3 LC,36,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
11/03/2025,AQS,60870007,3,4.8,ug/m3 LC,27,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
11/04/2025,AQS,60870007,3,3.9,ug/m3 LC,22,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
11/05/2025,AQS,60870007,3,4.7,ug/m3 LC,26,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
11/06/2025,AQS,60870007,3,4.6,ug/m3 LC,26,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
11/07/2025,AQS,60870007,3,4.2,ug/m3 LC,23,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
11/08/2025,AQS,60870007,3,4.6,ug/m3 LC,26,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
11/09/2025,AQS,60870007,3,4.4,ug/m3 LC,24,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
11/10/2025,AQS,60870007,3,6.3,ug/m3 LC,35,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
11/11/2025,AQS,60870007,3,4.2,ug/m3 LC,23,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
11/12/2025,AQS,60870007,3,5.4,ug/m3 LC,30,Santa Cruz,1,100,88101,PM2.5 - Local Conditions,170,Met One BAM-1020 Mass Monitor w/VSCC,42100,"Santa Cruz-Watsonville, CA",6,California,87,Santa Cruz,36.98332,-121.98822
